month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201906,maryland,md,350050,2.00E-04,0.0324,21843,0.0369,-0.0239,49,0.1264,-0.0577,9432,-0.1119,-0.0034,472,0.2553,-0.1862,7676,0.0697,0.0334,3510,0.002,-0.2663,169.171875,-2.00E-04,-0.0045,1951,0.0064,0.0839,463406,0.0049,0.0343,25353,0.0319,-0.0666,0.1607,-0.0056,-0.0531
201906,arizona,az,357050,0.0127,0.0657,24467,-0.0475,-0.0093,57,0.0556,0.0755,10068,-0.1087,-0.0441,1124,0.2601,-0.1637,10112,-0.0406,0.0247,16512,-0.0432,0.8973,174.03125,0.0073,0.0586,2126,0.0059,0.0066,552302,0.0023,0.0592,40979,-0.0457,0.227,0.6749,0.003,0.3225
201906,illinois,il,264950,-0.0114,0.049,56586,0.0789,0.0418,46,0.0222,-0.08,26888,0.0941,0.1209,368,0.0337,-0.3429,19388,0.1343,0.065,27171,-0.0464,-0.0233,125,-0.0076,0.0687,1786,0.0028,-0.0078,379570,-0.0114,0.0019,83757,0.0348,0.0197,0.4802,-0.0631,-0.032
201906,kentucky,ky,219950,0.0046,0.1022,14629,0.0385,-0.0504,60,0,-0.0164,5456,0.0233,-0.0567,148,0.0882,-0.0513,4256,0.154,0.0172,7498,0.0023,0.0225,102.9481571,0.011,0.1063,1930,0.0118,0.0657,287991,0.0026,0.0524,22127,0.026,-0.0269,0.5125,-0.0186,0.0366
201906,new mexico,nm,259050,0.0159,0.0615,8427,0.0601,-0.1412,68,-0.0216,-0.0556,2836,0.0396,-0.047,96,-0.1724,-0.2258,2016,0.2383,-0.134,3940,0.0715,0.462,128.5160039,0.0197,0.0519,1967,0.0079,0.0103,383364,-0.0192,0.048,12367,0.0637,-0.0112,0.4675,0.005,0.1929
201906,georgia,ga,299950,0.003,0.0033,73111,0.0153,0.1411,57,0.027,0.0364,27604,-0.0717,0.0035,2332,0.0467,-0.173,22624,0.0718,0.2636,34300,0.0132,0.0213,108.03125,0.0122,0.0263,2040,0.0142,-0.0612,403744,0.004,0.0063,107411,0.0147,0.0999,0.4691,-0.001,-0.0551
201906,tennessee,tn,295050,3.00E-04,0.093,26878,0.0221,-0.056,51,0.0408,-0.0377,11120,-0.0643,-0.0764,564,-0.1296,-0.302,7788,0.1031,-0.0102,11913,-0.0253,0.0426,126.875,-0.0033,0.0827,2080,0.0036,0.0421,403527,0.0079,0.1014,38791,0.0071,-0.0277,0.4432,-0.0216,0.0419
201906,maine,me,260050,0.0021,0.0526,8551,0.1392,-0.128,65,-0.2818,-0.1216,3308,0.1438,0.0575,64,-0.0588,-0.2,1784,0.3556,-0.0785,888,0.1888,-0.3466,151.0989011,0.0048,0.0459,1704,0.0024,0.0024,384808,-2.00E-04,0.0697,9439,0.1437,-0.1546,0.1038,0.0043,-0.0347
201906,nevada,nv,340045,0.0149,-0.0836,12902,0.018,0.7369,46,0.0575,0.15,5992,0.0156,0.288,320,-0.0588,0,5584,0.0632,1.2229,3444,-0.0049,-0.5057,178.1705948,0.0045,-0.0251,1917,0.0105,-0.0784,578819,0.0149,-0.1987,16346,0.0131,0.1355,0.2669,-0.0061,-0.6711
201906,iowa,ia,219950,0.0041,0.0233,13862,0.0428,0.0957,56,0.0182,-0.0345,5016,-0.0478,0.0407,368,0.0698,1.7059,4728,0.2,0.5311,5367,-0.0022,0.1098,125.872093,2.00E-04,0.0555,1654,0.0018,-0.0108,257422,0.0091,0.0273,19229,0.0298,0.0996,0.3872,-0.0175,0.0049
201906,utah,ut,419550,0.0066,0.0514,12544,0.0604,0.1249,50,0,0.1111,5956,0.0034,0.0088,612,0.1953,-0.0437,4276,0.162,0.2518,8202,0.0154,-0.0071,156.4185545,0.0073,0.0876,2706,-0.0015,-0.036,676594,0.0032,0.0069,20746,0.0421,0.0687,0.6539,-0.029,-0.087
201906,mississippi,ms,200050,-0.0206,0.0204,10992,0.0258,-0.0618,81,0.0125,-0.0471,2792,-0.1005,-0.0828,116,-0.0938,-0.2368,2448,0.0909,-0.0599,2839,-0.0363,0.127,95.17857143,0.0254,0.0466,1973,0.0064,0.0056,263462,0.0047,0.0259,13831,0.0124,-0.0284,0.2583,-0.0166,0.0433
201906,washington,wa,482050,0.0042,0.108,18659,0.1231,0.1069,36,0.0286,0.0909,11224,-0.0374,-0.131,352,-0.2,-0.3577,6508,0.1252,0.2354,12153,0.0644,0.0441,229.1914062,0.0028,0.1251,2077,-0.0012,-0.0138,668172,-0.0103,0.0721,30812,0.0992,0.0812,0.6513,-0.0359,-0.0392
201906,virginia,va,339050,0.0044,0.0936,35861,0.0194,-0.1276,55,0.1224,-0.0351,13856,-0.1349,-0.0536,632,-0.0366,-0.2217,9684,0.076,-0.0892,11025,-0.0178,-0.0466,147.734375,6.00E-04,0.0534,2185,0.0025,0.0505,458727,0.0028,0.073,46886,0.0104,-0.1098,0.3074,-0.0116,0.0261
201906,montana,mt,365050,0.0139,0.0429,7074,0.0749,-0.1388,66,-0.2048,-0.0294,2424,0.0726,-0.0288,44,-0.1538,-0.3889,1312,0.2331,-0.0381,2203,0.0466,0.0658,168.9041096,0.0068,0.0512,2202,0.0071,-0.0081,603735,-0.0117,0.0128,9277,0.068,-0.0977,0.3114,-0.0084,0.0598
201906,alaska,ak,297550,-8.00E-04,0.028,3505,0.0808,-0.0784,62,0.0877,0.0333,1172,0.0317,-0.0669,32,-0.2727,-0.2,1172,0.172,-0.0786,0,,,166.6111111,-0.0084,0.0039,1800,0.0184,0.0274,351854,0.0613,0.0777,3505,0.0808,-0.0784,0,0,0
201906,colorado,co,484950,0.0114,0.0209,25902,0.1195,0.1436,44,-0.0112,0,14060,0.0559,0.053,712,0.092,0.0289,9628,0.3089,0.3067,15084,-0.0244,0.0136,198.640625,0.0061,0.0636,2424,0.0025,-0.0277,857251,-0.0024,-0.0206,40986,0.0618,0.092,0.5823,-0.0859,-0.0747
201906,vermont,vt,289050,0.0035,0.0509,4913,0.0718,-0.1095,105,-0.2391,0.0294,1300,-0.0122,0,28,0,-0.5,820,0.1919,0.0099,985,0.0884,-0.003,145.1793722,0.0134,0.0274,2010,-0.0017,0.005,403703,-0.0108,0.0339,5898,0.0745,-0.0933,0.2005,0.0031,0.0214
201906,wyoming,wy,259950,0.0044,0,3476,0.0627,-0.14,71,-0.1394,-0.0405,1216,0.1969,0.1429,20,0,-0.5455,616,0.252,-0.0888,807,0.0522,0.1224,120,0.0024,0.024,2120,-0.0038,-0.0203,581979,0.0556,0.206,4283,0.0607,-0.1004,0.2322,-0.0023,0.0543
201906,texas,tx,300049,0,3.00E-04,109432,0.044,0.0504,56,0.0467,0.0769,44260,0.0345,0.0392,2968,-0.3242,-0.2967,39280,0.1333,0.1283,45685,-0.0113,0.0102,131.90625,-5.00E-04,0.0385,2286,0.0015,-0.0185,424768,-0.0016,0.0109,155117,0.0271,0.0382,0.4175,-0.0234,-0.0166
201906,california,ca,588050,0.0191,0.0595,86990,0.0241,0.0843,43,0.0617,0.1622,44048,-0.072,-0.0594,1808,-0.0342,-0.0403,28588,0.096,0.2871,46591,0.0861,0.3777,314,0.0072,0.059,1880,0.0043,-0.0042,1092264,0.0107,0.042,133581,0.0449,0.1713,0.5356,0.0306,0.1141
201906,new jersey,nj,395550,0.0155,0.0809,51419,0.0181,0.0097,53,0.0928,0,17376,-0.1142,-0.0254,432,-0.0357,-0.2895,14164,0.0318,0.064,1691,-6.00E-04,0.3987,50,0.3734,0.7857,720,0.1803,0.25,560270,0.0048,0.0407,53110,0.0175,0.0187,0.0329,-6.00E-04,0.0091
201906,new york,ny,495050,-0.004,0.1024,76000,0.0509,0.0381,64,0.0407,0.0667,23088,-0.0815,-0.0187,672,-0.1472,-0.2329,17868,0.1504,0.0959,15445,0.0922,0.0615,163.0625,-0.0037,0.1036,1512,0.008,-0.0105,1076937,-0.0236,0.003,91445,0.0576,0.042,0.2032,0.0077,0.0045
201906,pennsylvania,pa,225050,2.00E-04,0.047,44311,0.0421,-0.0643,60,0.0345,-0.0164,17064,-0.0549,-0.015,592,-0.0452,-0.1732,13564,0.0988,-0.0059,12656,-0.0219,0.2885,99.875,0.0047,0.0439,1552,0.0065,0.0052,320446,-0.0016,0.0427,56967,0.0272,-0.0037,0.2856,-0.0187,0.0782
201906,delaware,de,324850,0.0152,0.083,4846,0.0092,-0.1273,79,0.0533,-0.0125,1400,-0.1117,-0.1765,140,-0.125,-0.4068,1140,0.0215,-0.1009,525,-0.0169,1.323,148.5734266,3.00E-04,0.0555,1971,0.0072,0.0374,422303,0.003,0.0825,5371,0.0066,-0.0706,0.1083,-0.0029,0.0676
201906,idaho,id,366456,0.026,0.1103,8103,0.1092,-0.11,42,-0.0118,-0.0455,4008,-0.0421,-0.0502,140,-0.4068,-0.5139,2448,0.4333,0.1354,895,0.1258,0.6887,170.1244813,0.0094,0.0805,2208,0.0087,0.0161,573467,0.0129,0.0862,8998,0.1109,-0.0661,0.1105,0.0016,0.0522
201906,oregon,or,429950,0.0021,0,17888,0.1364,0.0697,44,0.0115,-0.0222,8444,-0.0145,0.043,432,0.4026,0.2135,6084,0.1995,0.1901,2433,0.0597,-0.0433,219.1697761,-0.0018,0.028,2000,0.0065,-0.0123,558264,-0.0048,-0.0255,20321,0.1266,0.0548,0.136,-0.0098,-0.0161
201906,oklahoma,ok,209950,0,0.1047,15219,0.0147,-0.1556,59,0.0536,0,5280,-0.0531,-0.1135,144,-0.1628,-0.4462,4220,0.0933,-0.1983,3057,-0.0688,0.053,103.2608696,9.00E-04,0.0652,1952,0.0013,0.0274,283286,0.0085,0.0903,18276,-3.00E-04,-0.1267,0.2009,-0.018,0.0398
201906,michigan,mi,230050,4.00E-04,0.0798,38889,0.1145,0.0181,45,-0.011,-0.0426,18496,0.0445,0.025,384,-0.1579,-0.3287,11916,0.2586,0.1375,6363,0.0205,0.3675,128.8125,0.0045,0.0717,1728,0.0076,0.0225,323476,-0.0022,0.0441,45252,0.1002,0.056,0.1636,-0.0151,0.0418
201906,kansas,ks,199550,-8.00E-04,0.1089,9939,0.0145,-0.0844,59,0.0261,0.0351,4176,0.0419,-0.0543,144,0.3333,-0.4462,3032,0.168,-0.0477,1317,-0.0626,-0.0573,94.26847662,0.0054,0.172,2042,-5.00E-04,0.0908,284580,-0.0031,0.09,11256,0.0048,-0.0813,0.1325,-0.0109,0.0038
201906,south carolina,sc,289050,0.0035,0.0405,29566,4.00E-04,-0.0139,73,0.0282,-0.0135,9160,-0.0366,0.0237,1008,-0.0455,-0.0632,8284,0.0107,0.1158,11907,0.004,0.0237,110.0478469,-0.0031,-0.0615,1588,-0.0075,-0.1294,428656,0.0037,0.0297,41473,0.0014,-0.0034,0.4027,0.0015,0.0148
201906,louisiana,la,231950,0.0014,0.0307,19529,0.0075,-0.0165,78,0.04,0.0833,5164,-0.0153,-0.0366,200,-0.2537,0.0638,5580,0.0856,0.0227,3979,-0.037,0.0795,116.8615723,-0.0033,0.0201,1903,0.0016,0.0149,306760,-0.0018,0.0295,23508,-3.00E-04,-0.0015,0.2037,-0.0094,0.0181
201906,indiana,in,219950,0.0092,0.1579,17487,0.0515,-0.1334,51,0.0099,0.0851,8544,0.0114,-0.117,188,-0.0962,-0.4198,6284,0.1741,-0.0565,7874,-0.0129,1.0336,97.94680355,0.0024,0.069,2048,0.0024,0.0317,288321,0.0101,0.1005,25361,0.0306,0.0544,0.4503,-0.0294,0.2584
201906,connecticut,ct,374950,0,0.016,24024,0.0328,-0.0429,58,0.0943,0.0175,6096,-0.1793,-0.0939,120,0.0345,-0.4643,5888,0.1001,-0.0154,101,-0.1513,0.2024,173,-0.0384,-0.0394,2144,0.0365,0.112,747672,-0.0099,0.0166,24125,0.0318,-0.0421,0.0042,-9.00E-04,9.00E-04
201906,south dakota,sd,242950,0.005,0.0125,4052,0.0754,0.0487,44,0,-0.0435,1616,0.0494,0.1813,28,-0.125,-0.3,716,0.226,-0.0677,255,-0.052,-0.0659,123.1656184,0.0068,0.0389,1996,-0.0045,-0.0216,305016,0.0031,0.019,4307,0.0669,0.0411,0.0629,-0.0085,-0.0077
201906,missouri,mo,214950,-2.00E-04,0.0936,23076,0.0492,-0.0939,60,0.0169,0,9280,0.01,-0.0823,348,-0.0842,-0.0114,6776,0.1547,-0.0961,9810,-0.0336,-0.0896,110.4375,0.0053,0.1597,1800,0.0014,0.0632,288181,0.0098,0.0475,32886,0.0231,-0.0926,0.4251,-0.0364,0.002
201906,alabama,al,238950,0.0104,0.1069,22883,0.0159,-0.111,71,0.0071,-0.0405,6956,-0.0285,-0.0119,600,0.0135,-0.1525,5272,0.0502,-0.0572,2619,-0.0846,0.1027,107.7702703,0.0049,0.0728,2000,0,0.006,313307,0.0096,0.0816,25502,0.0046,-0.0929,0.1145,-0.0126,0.0222
201906,massachusetts,ma,549050,0,0.066,20329,0.0974,0.0783,45,0.0714,0.0714,10096,-0.0921,-0.0771,240,0.4634,-0.1667,6912,0.28,0.1512,3301,-0.0691,-0.0707,269.502457,-0.0011,0.0613,2003,0.0015,0.0081,849835,0.0017,0.0534,23630,0.0707,0.0547,0.1624,-0.029,-0.026
201906,ohio,oh,199050,0.0208,0.1056,29426,0.0229,-0.0905,50,0.0417,0,15160,0.0147,-0.0699,316,-0.0247,-0.0706,10532,0.1354,-0.0252,21654,0.046,-0.0112,101.765625,0.0118,0.0769,1685,0.0084,0.0212,275800,0.0124,0.0478,51080,0.0326,-0.0585,0.7359,0.0162,0.059
201906,arkansas,ar,196658,0.0163,0.0773,15014,0.0034,-0.0775,74,-0.0133,-0.0263,4356,0.0352,-0.0018,112,0,-0.1765,3228,0.0818,-0.0012,3079,-0.0348,-0.0013,96.63865546,0.0111,0.0678,1926,0.0023,0.07,266667,0.0077,0.056,18093,-0.0033,-0.0654,0.2051,-0.0081,0.0157
201905,rhode island,ri,372499.5,0.0136,0.0069,3600,0.0775,0.1254,45.5,-0.0421,0.0833,1944,-0.0041,-0.0061,12,2,-0.625,840,0.2575,0.1538,2660,0.1191,0.0387,217.415013,0.0056,0.0163,1663.5,0.0128,-0.0125,600846,0.0229,0.0178,6260,0.0948,0.0868,0.7389,0.0274,-0.0617
201905,montana,mt,360050,0.0141,0.0289,6581,0.0845,-0.0925,83,-0.1616,0.0061,2260,0.1698,-0.0488,52,-0.0714,-0.35,1064,0.3168,-0.0292,2105,0.2182,0.0278,167.7678979,0.0029,0.0581,2186.5,0.0123,-0.0129,610859,-0.0082,0.0123,8686,0.1142,-0.066,0.3199,0.0351,0.0375
201905,district of columbia,dc,650500,8.00E-04,0.0117,1500,0.0933,0.0631,28,0,-0.0175,1200,-0.0196,0.0791,24,-0.1429,-0.1429,488,0.2323,0.0893,301,-0.0879,-0.3,501.4126273,0.0123,0.0579,1426.5,0.0028,0.6723,1003763,0.0178,-0.0091,1801,0.0582,-0.0217,0.2007,-0.0399,-0.1041
201905,minnesota,mn,299050,-0.0023,0.033,20311,0.1379,0.136,42,-0.1429,-0.134,11684,0.1864,0.1256,240,-0.0164,-0.1304,4936,0.445,0.0502,10980,0.1926,-0.2042,144.2658405,3.00E-04,0.0412,2041.5,7.00E-04,-0.0368,384464,-0.0078,-0.0057,31291,0.1565,-0.0122,0.5406,0.0248,-0.2311
201905,kentucky,ky,218950,0.0424,0.1027,14086,0.0345,-0.0305,60,-0.1241,-0.0625,5332,0.0538,-0.0341,136,0.0625,-0.2609,3688,0.173,0.0586,7481,0.0666,0.0169,101.8290262,0.0191,0.1132,1907.5,0.0291,0.0603,287254,0.0192,0.0596,21567,0.0454,-0.0146,0.5311,0.016,0.0247
201905,new hampshire,nh,349950,0.0027,0.07,5166,0.1117,-0.1093,50,-0.2248,0.0101,2880,0.204,-0.0828,72,-0.25,-0.25,1160,0.3364,-0.0881,2350,0.0865,-0.1098,171.1870463,0.0075,0.0601,2015,0.0075,0.0208,500415,0.1024,0.1515,7516,0.1037,-0.1095,0.4549,-0.0106,-3.00E-04
201905,arkansas,ar,193500,0.0187,0.075,14963,0.0046,-0.0542,75,-0.0385,-0.0196,4208,-0.0756,-0.0698,112,-0.2821,-0.2222,2984,0.0463,0.0081,3190,0.0028,-9.00E-04,95.57301741,0.0092,0.0609,1921.5,0.0186,0.0717,264629,0.0197,0.0626,18153,0.0043,-0.0453,0.2132,-4.00E-04,0.0114
201905,pennsylvania,pa,225000,0.023,0.0636,42522,0.0467,-0.0599,58,-0.1077,-0.1008,18056,0.0289,-0.0267,620,0.0403,-0.3348,12344,0.1472,-0.0013,12939,0.0765,0.2739,99.40625,0.0305,0.015,1542,0.0232,0.0256,320959,0.0186,0.0473,55461,0.0535,0.0014,0.3043,0.0084,0.0797
201905,indiana,in,217950,0.0403,0.1504,16630,0.046,-0.1074,50.5,-0.1217,0.0521,8448,0.0502,-0.1355,208,-0.037,-0.4222,5352,0.1368,-0.0212,7977,0.0986,1.1278,97.71104879,0.0129,0.0739,2043,0.0192,0.0447,285452,0.0096,0.0969,24607,0.0625,0.0995,0.4797,0.023,0.2785
201905,oregon,or,429050,0.0094,-0.0023,15741,0.0765,0.0449,43.5,-0.13,-0.044,8568,0.1351,0.0418,308,-0.1444,-0.0723,5072,0.2579,0.1475,2296,0.0892,-0.0636,219.5706738,0.0049,0.0334,1987,0.0043,-0.0236,560962,0.0026,-0.0201,18037,0.0781,0.0297,0.1459,0.0017,-0.0169
201905,idaho,id,357179,0.0295,0.0776,7305,0.059,-0.0955,42.5,-0.1053,-0.0116,4184,0.2135,0.0136,236,-0.0167,-0.2133,1708,0.2784,-0.049,795,0.0981,0.5259,168.5472157,0.0229,0.0702,2189,0.0181,0.0064,566146,0.0158,0.0743,8100,0.0627,-0.0578,0.1088,0.0039,0.0443
201905,south carolina,sc,288050,0.0107,0.0475,29555,0.0064,-4.00E-04,71,0,0,9508,0.0206,0.003,1056,0.1,-0.2143,8196,0.1172,0.1136,11859,0.0418,-0.0153,110.390625,0.0012,-0.0591,1600,0,-0.1126,427065,0.0055,0.039,41414,0.0163,-0.0047,0.4013,0.0137,-0.0061
201905,delaware,de,320000,0.0061,0.0665,4802,0.0135,-0.1388,75,-0.0132,-0.0323,1576,0.026,-0.174,160,-0.2982,-0.403,1116,0.1028,-0.1281,534,0.1314,1.4384,148.523582,-3.00E-04,0.04,1957,0.0101,0.03,421058,0.002,0.0786,5336,0.0242,-0.0792,0.1112,0.0116,0.0719
201905,north carolina,nc,320000,0.0125,0.1036,43885,0.0355,-0.1018,65,-0.0647,-0.1034,16736,0.0523,-0.0482,1228,-0.0192,-0.1376,11472,0.203,0.0261,19252,0.0428,0.0274,130.703125,0.0136,0.0609,1994,0.0228,-0.0505,426066,0.0125,0.0819,63137,0.0377,-0.066,0.4387,0.0031,0.0552
201905,california,ca,577050,0.0141,0.0491,84939,0.0799,0.1405,40.5,-0.0471,0.1571,47464,0.0035,-0.007,1872,0.1415,0.0174,26084,0.185,0.3398,42896,0.0482,0.241,311.75,0.003,0.0658,1872,0.0105,-0.0142,1080700,0.0133,0.0234,127835,0.0691,0.1724,0.505,-0.0153,0.0409
201905,michigan,mi,229950,0.022,0.1109,34895,0.0848,0.0245,45.5,-0.1495,-0.125,17708,0.1337,-0.0085,456,0.027,-0.2919,9468,0.3434,0.2354,6235,0.1059,0.4008,128.2310268,0.0189,0.0833,1715,0.0103,0.0208,324190,0.0236,0.0487,41130,0.0879,0.068,0.1787,0.0034,0.048
201905,hawaii,hi,696500,-0.0022,0.0115,6069,-0.0101,0.1342,76.5,0.0132,-0.0556,1768,-0.0576,0.06,48,-0.1429,-0.25,1224,-0.0613,0.3784,1031,-0.0576,-0.0916,507.4201585,-0.0106,0.0023,1359,0.0063,-0.0026,1343397,-5.00E-04,0.0173,7100,-0.0173,0.0947,0.1699,-0.0086,-0.0422
201905,texas,tx,300050,0.0018,3.00E-04,104815,0.03,0.0653,53.5,-0.0273,0.0288,42784,0.0032,0.0109,4392,-0.041,0.1781,34660,0.1477,0.1634,46208,0.0388,-0.0088,131.96875,0.0077,0.039,2282.5,0.0082,-0.0174,425462,0.0113,0.0078,151023,0.0326,0.0415,0.4409,0.0037,-0.033
201905,virginia,va,337550,0.0229,0.089,35180,0.0565,-0.1123,49,-0.02,-0.0926,16016,0.0994,-0.0265,656,-0.0296,-0.018,9000,0.2149,-0.0656,11225,0.0898,-0.0795,147.6484375,0.0036,0.0734,2179.5,0.0111,0.1047,457446,0.0118,0.0679,46405,0.0643,-0.1045,0.3191,0.0098,0.0114
201905,arizona,az,352557,0.0073,0.0391,25686,-0.0315,0.0266,54,-0.0182,0.0385,11296,-0.0466,-0.016,892,-0.0935,-0.3536,10540,-0.0425,0.0456,17257,-0.009,0.819,172.7753906,0.0062,0.0523,2113.5,-0.0012,-0.0077,551021,0.0012,0.0345,42943,-0.0226,0.2444,0.6718,0.0153,0.2927
201905,illinois,il,268000,0.0306,0.0718,52448,0.0608,0.0311,45,-0.0217,-0.0816,24576,-0.0094,-0.0105,356,0.0349,-0.3688,17092,0.1471,0.0785,28494,0.056,-0.0423,125.953125,0.018,0.0841,1781,0.0114,-0.0106,383962,-0.0039,0.005,80942,0.0591,0.004,0.5433,-0.0025,-0.0417
201905,vermont,vt,288050,-0.0035,0.0473,4584,0.0511,-0.0921,138,-0.2247,0.0073,1316,0.5519,-0.0627,28,0.75,-0.3,688,0.2932,-0.0391,905,0.0157,-0.0372,143.2537557,0.0041,0.0238,2013.5,2.00E-04,0.0169,408119,-0.0189,0.0374,5489,0.0451,-0.0835,0.1974,-0.0069,0.0113
201905,mississippi,ms,204250,0.0215,0.0472,10716,0.0074,-0.0681,80,-0.0062,-0.0533,3104,0.096,0.0251,128,0.1852,-0.2889,2244,0.0706,-0.0427,2946,0.0462,0.1034,92.81713997,0.0193,0.0169,1960.5,0.0124,0,262242,0.0087,0.0305,13662,0.0155,-0.0358,0.2749,0.0102,0.0427
201905,south dakota,sd,241750,-0.0062,0.0126,3768,0.1122,0.0061,44,-0.1698,-0.1287,1540,0.2963,0.0665,32,1,-0.2727,584,0.3273,0,269,0.1645,-0.0037,122.3385648,0.0067,0.0408,2005,-0.0055,-0.015,304063,0.0045,0.0197,4037,0.1155,0.0055,0.0714,0.0032,-7.00E-04
201905,kansas,ks,199700,0.0508,0.1098,9797,0.0149,-0.0447,57.5,-0.0726,-0.0086,4008,-0.0574,-0.0547,108,-0.2059,-0.4808,2596,0.0639,-0.0385,1405,0.1098,-0.0714,93.76140084,0.0238,0.1626,2043,0.0218,0.0978,285460,0.0292,0.1114,11202,0.0259,-0.0481,0.1434,0.0123,-0.0041
201905,florida,fl,335050,0.009,0.0155,152256,-0.0309,0.0599,78,0.04,0.0541,43064,-0.0424,-0.0129,4316,0.1792,0.0435,42172,-0.0478,0.1301,61415,0.006,-0.0019,181,3.00E-04,0.0257,1766,0.0051,-0.0076,648999,0.003,0.0218,213671,-0.0206,0.0414,0.4034,0.0148,-0.025
201905,wyoming,wy,258800,0.0219,0.0023,3271,0.0187,-0.148,82.5,-0.1582,0.0714,1016,0.0809,-0.115,20,-0.375,-0.6154,492,0.1604,-0.2013,767,0.2472,0.0579,119.7152464,0.0084,0.0208,2128,0.0038,-0.0116,551323,0.073,0.1666,4038,0.0554,-0.1152,0.2345,0.043,0.0456
201905,wisconsin,wi,259950,0.0194,0.0966,19057,-0.069,-0.0534,53,-0.1908,-0.1311,8580,-0.3259,-0.05,184,0,-0.1321,4392,0.4131,0.1485,9778,-0.0899,-0.0193,132.9622632,0.0087,0.0717,1836,0.0105,0.02,342916,0.0051,0.0879,28835,-0.0762,-0.0421,0.5131,-0.0118,0.0178
201905,north dakota,nd,239950,0,0,3653,0.095,0.0325,56,-0.2168,-0.0508,1340,0.1473,0.0806,40,0.4286,0.1111,900,0.4423,0.1598,243,0.2211,-0.083,111.9797966,-0.0018,-0.0057,2137.5,0.0097,7.00E-04,284255,-0.0069,0.0155,3896,0.1021,0.0245,0.0665,0.0069,-0.0084
201905,new jersey,nj,389500,0.0385,0.0819,50503,0.0567,0.0297,48.5,-0.0102,-0.049,19616,-0.0258,-0.017,448,-0.0261,-0.2432,13728,0.1875,0.1536,1692,0.1333,0.2847,36.40625,0.1074,0.1558,610,0.0739,-0.024,557594,0.009,0.0448,52195,0.059,0.0364,0.0335,0.0023,0.0067
201905,alabama,al,236500,0.0085,0.1052,22525,0.002,-0.1404,70.5,-0.0342,-0.0208,7160,0.0383,-0.0245,592,0.2542,-0.1591,5020,0.1388,-0.0346,2861,0.0461,0.1277,107.2462144,0.0094,0.0783,2000,0.0055,0.0101,310334,0.0073,0.0682,25386,0.0067,-0.1168,0.127,0.0054,0.0302
201905,georgia,ga,299050,0.0259,0.0084,72006,0.0304,0.1692,55.5,0.0091,0.0374,29736,0.0228,0.0968,2228,0.0816,-0.377,21108,0.1907,0.3252,33852,0.0413,-0.0296,106.734375,0.008,0.0205,2011.5,0.0063,-0.0733,402139,0.0114,-1.00E-04,105858,0.0339,0.0973,0.4701,0.0049,-0.0963
201905,colorado,co,479500,0,0.0095,23138,0.1008,0.1683,44.5,-0.1275,-0.0326,13316,0.0545,0.067,652,-0.151,-0.1598,7356,0.2978,0.3542,15462,0.072,0.0148,197.4287109,0.005,0.0671,2418,0.0069,-0.0293,859299,-0.031,-0.0231,38600,0.0891,0.1016,0.6683,-0.0179,-0.1011
201905,maryland,md,349995,0.0277,0.0384,21066,0.0839,-0.0207,43.5,0,-0.0842,10620,-0.0137,0.0436,376,-0.1754,-0.1966,7176,0.1803,0.066,3503,0.0237,-0.3114,169.1982422,0.007,0.4551,1938.5,0.0128,0.8366,461156,0.0047,0.025,24569,0.0749,-0.0763,0.1663,-0.0098,-0.0702
201905,nevada,nv,335050,0.0153,-0.0903,12674,0.0955,0.8239,43.5,-0.0225,0.1013,5900,0.2385,0.2837,340,0.1806,-0.2056,5252,0.1447,1.5595,3461,0.0368,-0.5071,177.3699504,0.0043,-0.0125,1897,0.0136,-0.0871,570344,2.00E-04,-0.2221,16135,0.0824,0.155,0.2731,-0.0155,-0.7373
201905,nebraska,ne,251640,0.0014,0.0487,5099,0.1259,0.1075,39,0.1818,-0.1333,2716,0.0446,0.0881,84,-0.5625,0.1053,1124,0.1757,0.1377,453,0.1411,-0.8896,118.0080819,-0.0128,0.036,1994.5,0.0412,0.0623,295836,0.0135,0.0084,5552,0.1271,-0.3625,0.0888,0.0012,-0.8028
201905,tennessee,tn,294950,0.0172,0.0812,26296,0.0402,-0.0165,49,-0.0577,-0.0841,11884,0.0352,0.0291,648,0.08,-0.0795,7060,0.1108,0.0639,12222,0.0407,0.0555,127.2929687,0.0092,0.0874,2072.5,0.0117,0.0362,400349,0.014,0.0877,38518,0.0404,0.0053,0.4648,2.00E-04,0.0317
201905,missouri,mo,215000,0.0309,0.1026,21994,0.0339,-0.0907,59,-0.0781,-0.0407,9188,-0.0242,-0.0628,380,0.3971,-0.2748,5868,0.1156,-0.0468,10151,0.0517,-0.0773,109.8560757,0.0177,0.1657,1797.5,0.0184,0.0687,285380,0.0204,0.046,32145,0.0395,-0.0865,0.4615,0.0078,0.0067
